Version,Critical_Path_Length,Critical_Path_Slack,Total_Negative_Slack,Worst_Hold_Violation,Total_Hold_Violation,Leaf_Cell_Count,Max_Trans_Violations,Max_Trans_Violations,Max_Cap_Violations,Overall_Compile_Time
J-2014.09,1773.839,31.163,0.000,0.000,0.000,1480,0,0,0,454.040
